timestamp,line,throughput_kg_h,energy_kw,downtime_min,operator_note
2026-02-06 00:00,L1,940,194.5,0,Normal operation
2026-02-06 01:00,L2,949,198.0,0,Normal operation
2026-02-06 02:00,L1,958,170.0,0,Normal operation
2026-02-06 03:00,L2,967,173.5,0,Normal operation
2026-02-06 04:00,L1,976,177.0,0,Normal operation
2026-02-06 05:00,L2,985,180.5,0,Normal operation
2026-02-06 06:00,L1,994,184.0,15,Inspect pump
2026-02-06 07:00,L2,1003,187.5,0,Normal operation
2026-02-06 08:00,L1,1012,191.0,0,Normal operation
2026-02-06 09:00,L2,1021,194.5,0,Normal operation
2026-02-06 10:00,L1,1030,198.0,0,Normal operation
2026-02-06 11:00,L2,940,170.0,0,Normal operation
2026-02-06 12:00,L1,949,173.5,0,Normal operation
2026-02-06 13:00,L2,958,177.0,0,Normal operation
2026-02-06 14:00,L1,967,180.5,0,Normal operation
2026-02-06 15:00,L2,976,184.0,0,Normal operation
2026-02-06 16:00,L1,985,187.5,0,Normal operation
2026-02-06 17:00,L2,994,191.0,0,Normal operation
2026-02-06 18:00,L1,1003,194.5,0,Normal operation
2026-02-06 19:00,L2,1012,198.0,0,Normal operation
2026-02-06 20:00,L1,1021,170.0,0,Normal operation
2026-02-06 21:00,L2,1030,173.5,0,Normal operation
2026-02-06 22:00,L1,940,177.0,0,Normal operation
2026-02-06 23:00,L2,949,180.5,0,Normal operation
2026-02-07 00:00,L1,958,184.0,0,Normal operation
2026-02-07 01:00,L2,967,187.5,0,Normal operation
2026-02-07 02:00,L1,976,191.0,0,Normal operation
2026-02-07 03:00,L2,985,194.5,0,Normal operation
2026-02-07 04:00,L1,994,198.0,0,Normal operation
2026-02-07 05:00,L2,1003,170.0,0,Normal operation
2026-02-07 06:00,L1,1012,173.5,0,Normal operation
2026-02-07 07:00,L2,1021,177.0,0,Normal operation
